Addis\4z\Attack, Wind, Blade\42, 53, 61; 322, 380, 435, 727, 727, 0\30, 37, 43; 226, 266, 305, 509, 509, 0\10\Bamboo Cutter;; Dignified Soul\Strength +3%/4%/5%/7%/10%;; (Wind) HP 80% = Water Res +1%/1%/3%/3%/5%\Bleeding Punisher +5%;; Bleeding Punisher +8%;;;; Freeze Res +50%;; Freeze Res +100%;;;; Broken Punisher +20%\Addis\Chiba Susumu\John Arthur\\M\Human\-\\\\
Fleur\4\Attack, Light, Dagger\43, 54, 62; 328, 387, 443, 740, 740, 0\28, 35, 40; 213, 251, 287, 481, 481, 0\10\Captivating Canvas;; Palette Punch\Critical Rate +3%/4%/5%/7%/10%;; (Light) Paralysis = User Shadow Res +3%/3%/5%/5%/7%\HP 70% = Skill Haste +6%;; HP 70% = Skill Haste +8%;;;; Curse Res +50%;; Curse Res + 100%;;;; Paralyzed Punisher +20%\Fleur\Hanamori Yumiri\Christine Ivsak\\F\Sylvan\-\\\\
Francesca\3\Support, Wind, Dagger\44, 55, 64; 337, 397, 455, 760, 760, 0\26, 32, 38; 200, 235, 270, 451, 451, 0\10\Peregrine Blade;; Windwhistler\Critical Rate +1%/3%/5%/7%/10%;; (Wind) Poison = User Water Res +3%/3%/4%/4%/5%\Force Strike +20%;; Force Strike +30%;;;; Bog Res +25%;; Bog Res +50%;;;; Bog Res +25%\Francesca\Sakamoto Maaya\Kazumi Evans\\F\Sylvan\-\\\\
Fritz\4\Support, Light, Dagger\45, 56, 66; 346, 408, 468, 779, 779, 0\27, 33, 39; 204, 240, 275, 459, 459, 0\10\Acrobatic Dagger;; Dazzling Show\Critical Rate +3%/4%/5%/7%/10%;; (Light) Combo Time I/I/III/III/V\Striker's Skill +6%;; Striker's Skill +8%;;;; Poison Res +50%;; Poison Res +100%;;;; Strength Doublebuff +8%\Fritz\Kimura Ryouhei\Daniel Doheny\\M\Human\-\\\\
Gala Alex\5\Attack, Shadow, Sword\44, 54, 63; 334, 393, 450, 752, 752, 0\29, 36, 43; 224, 264, 303, 506, 506, 0\10\Crisis Edge;; Umbral Erasure\Dragon Haste +8%/9%/11%/12%/15%;; (Shadow) Poison = User Strength +6%/7%/8%/9%/13%\Reduced Defense Punisher +25%;; Reduced Defense Punisher +30%;;;; Guardian Shadow I;; Guardian Shadow II;;;; Poisoned Punisher +25%;; Poisoned Punisher +30%\Alex\Suwa Ayaka\Olivia Howard\\F\Human\Blindness Res +50%;; Blindness Res +100%;;;; Paralysis Res +50%;; Paralysis Res +100%\\Skill Reservoir allows Alex to bank skills for later use, up to 3 times. Using consecutive skills activates Skill Chain and depletes the Reservoir once per use.\default; 150; 150; 196; 265; 391; 143; 345\A1; 82%; 88%; 104%; 110%; 165%; 95%; 104% L1, 115% L2
Gala Cleo\5\Support, Shadow, Wand\46, 57, 66; 348, 410, 470, 785, 785, 0\28, 35, 41; 216, 255, 292, 489, 489, 0\8\Ancient Ray;; Faith of the Elders\Skill Damage +8%/9%/11%/12%/15%;; (Shadow) HP 80% = Light Res +1%/2%/3%/4%/6%\Magical Modification I;; Magical Modification II;;;; Perpetual Protection I;; Perpetual Protection II;;;; Skill Prep +75%;; Skill Prep +100%\Cleo\Uchiyama Yumi\Siobhan Rebecca\\F\Sylvan\Blindness Res +50%;; Blindness Res +100%;;;; Paralysis Res +50%;; Paralysis Res +100%\\\\
Gala Elisanne\5\Attack, Water, Axe\43, 54, 63; 330, 389, 446, 745, 745, 0\30, 37, 43; 228, 269, 308, 516, 516, 0\10\Holy Accord;; Celestial Ascent\Defense +9%/10%/11%/12%/15%;; (Water) Combo Time I/II/III/IV/VI\Divine Oath I;; Divine Oath II;;;; Heaven's Shield I;; Heaven's Shield II;;;; Primed Strength +8%;; Primed Strength +10%\Elisanne\Hayami Saori\Alison Wandzura\\F\Human\Stun Res +50%;; Stun Res +100%;;;; Burn Res +50%;; Burn Res +100%\\\\
Gala Euden\5\Attack, Light, Sword\44, 55, 64; 336, 396, 454, 758, 758, 0\29, 36, 42; 222, 262, 300, 502, 502, 0\10\Rising Circlet;; Exalted Glory\Shapeshifting Boost IV/V/VI/VII/VIII;; (Light) Shapeshift = HP Regen I/II/III/IV/VI\Dragonlight's Resove I;; Dragonlight's Resove II;;;; Sacred Shield I;; Sacred Shield II;;;; Draconic Charge I;; Draconic Charge II\Euden\Uchiyama Koki\Victor Hunter\\M\Human\Curse Res +50%;; Curse Res +100%;;;; Poison Res +50%;; Poison Res +100%\\\\
Gala Luca\5\Attack, Light, Blade\43, 54, 63; 330, 389, 446, 745, 745, 0\30, 37, 43; 229, 270, 309, 517, 517, 0\10\Shining Slash;; Brilliant Booster\Strength +5%/6%/7%/8%/10%;; (Light) Above 10 hits = Shadow Res +5%/6%/7%/8%/10%\Connecting Call I;; Connecting Call II;;;; Unforgettable Promise I;; Unforgettable Promise II;;;; Flurry Devastation +10%;; Flurry Devastation +13%\Luca\Asanuma Shintaro\Will Weldon\\M\Sylvan\Curse Res +50%;; Curse Res +100%\\\\
Gala Mym\5\Attack, Flame, Lance\44, 54, 63; 332, 391, 448, 749, 749, 0\30, 37, 43; 226, 266, 305, 510, 510, 0\10\Dragon Claw;; Flames of Passion\HP +9%/10%/12%/13%/15%;; (Flame) Dragon's Claws I/II/III/IV/VI\Flamewyrm's Nature I;; Flamewyrm's Nature II;;;; Flamewyrm's Defiance I;; Flamewyrm's Defiance II;;;; Dragon Time +15%;; Dragon Time +20%;;;; 1\Brunhilda, Human\Endo Aya\Kelly Marie\\F\Human\Stun Res +50%;; Stun Res +100%;;;; Burn Res +50%;; Burn Res +100%\\\\Mymhilda; 216; 238; 303; 89; 27% L1, 30% L2;; Super Mym; 232; 256; 325; 89; 27% L1, 30% L2
Gala Ranzal\5\Attack, Wind, Sword\44, 55, 64; 334, 394, 452, 755, 755, 0\29, 36, 42; 223, 263, 301, 504, 504, 0\10\Cyclone Blade;; Wind Tactics\Dragon Haste +8%/9%/11%/12%/15%;; (Wind) Critical Rate Doublebuff +5%/6%/7%/8%/10%\Experience's Boon I;; Experience's Boon II;;;; Relentless Spirit I;; Relentless Spirit II;;;; Skill Damage +25%;; Skill Damage +30%\Ranzal\Konishi Katsuyuki\Will Williams\\M\Human\Freeze Res +50%;; Freeze Res +100%;;;; Bog Res +50%;; Bog Res +100%\\\\
Gala Sarisse\5\Support, Flame, Bow\49, 61, 71; 374, 441, 505, 843, 843, 0\28, 35, 41; 214, 253, 290, 485, 485, 0\8\Brilliant Bolt;; Cheerful Assist\Skill Haste +8%/9%/11%/12%/15%;; (Flame) Combo = Energy Level Up I/II/III/IV/VI\Sylvan Strength I;; Sylvan Strength II;;;; Woodland Blessing +50%;; Woodland Blessing +100%;;;; Buff Time +25%;; Buff Time +30%\Sarisse\Asai Ayaka\Molly James Hall\\F\Sylvan\Stun Res +50%;; Stun Res +100%;;;; Sleep Res +50%;; Sleep Res +100%\\\\
Gauld\4\Attack, Water, Lance\43, 53, 61; 324, 381, 436, 729, 729, 0\29, 35, 41; 218, 256, 294, 492, 492, 0\10\Chaotic Fissure;; Stone Foundation\HP +7%/8%/9%/12%/15%;; (Water) Frostbite = User Strength +6%/6%/8%/8%/10%\HP 70% = Strength +8%;; HP 70% = Strength +10%;;;; Stun Res +50%;; Stun Res +100%;;;; Frostbitten Punisher +20%\Gauld\Saito Jiro\Richard Newman\\M\Rokkan\-\\\\
Grace\5\Healer, Shadow, Staff\47, 58, 68; 357, 420, 482, 804, 804, 0\27, 34, 39; 208, 246, 281, 470, 470, 0\8\Sorrow's Requiem;; Earnest Prayer\Force Strike +12%/14%/16%/18%/20%;; (Shadow) HP Below 40% = Shield I/II/III/IV/V\Mournful Heart I;; Mournful Heart II;;;; Blindness Res +50%;; Blindness Res +100%;;;; Healing Doublebuff III;; Healing Doublebuff IV\Grace\Kitamura Eri\Marlie Collins\\F\Human\Force Strike +20%;; Force Strike +30%\\\default; 232; 232; 348; 464; 696; 300; 800\FS; 344%/382%
Hanabusa\4w\Support, Light, Blade\43, 43, 63; 330, 378, 446, 744, 744, 0\27, 27, 39; 207, 238, 280, 468, 468, 0\10\Dance of Blades;; Dance of Rhapsody\Strength +3%/4%/5%/7%/10%;; (Light) Defense +1%/1%/3%/3%/5%\Therion's Bane +20%;; Therion's Bane +25%;;;; Curse Res +25%;; Curse Res +50%;;;; Frenzied Dance\Hanabusa\Sato Takuya\Lee Shorten\\M\Human\-\\\\
Hawk\5\Attack, Wind, Bow\45, 55, 64; 339, 399, 457, 916, 764, 548\29, 36, 41; 219, 258, 295, 592, 494, 354\8\Savage Hawk;; Hunter's Creed\Skill Haste +8%/9%/11%/12%/15%;; (Wind) Defense +1%/2%/3%/4%/6%\Full HP = Stun +50%;; Full HP = Stun +60%;; Poison & Stun Edge +50%;;;; Freeze Res +50%;; Freeze Res +100%;; Potent Freeze Res +100%;;;; Stunned Punisher +25%;; Stunned Punisher +30%;; Poisoned & Stunned Punisher I\Hawk\Koyama Rikiya\Justin Dominic\\M\Human\-;; Poisoned Punisher +30%;;;; -;; Stunned Punisher +40%;;;; -;; Poison Chance +50%;;;; Freeze Res +50%;; Freeze Res +100%\\\\
Heinwald\5\Healer, Shadow, Staff\47, 58, 68; 357, 420, 482, 964, 804, 578\27, 34, 39; 208, 246, 281, 563, 470, 337\8\Call of Chaos;; Abyssal Connection\Recovery Potency +10%/12%/14%/16%/20%;; (Shadow) Poison = User Strength +6%/7%/8%/9%/13%\HP 70% = Skill Damage +30%;; HP 70% = Skill Damage +35%;; HP 70% = Skill Damage +40%;;;; Paralysis Res +50%;; Paralysis Res +100%;; Potent Paralysis Res +100%;;;; Skill Prep +75%;; Skill Prep +100%;; Skill Prep & Skill Charge\Heinwald\Hayami Show\Brick Stone\\M\Human\-;; Skill Prep +100%;;;; -;; Skill Charge\\\\
Hildegarde\5\Healer, Light, Staff\47, 59, 68; 359, 424, 485, 810, 810, 0\27, 34, 39; 206, 243, 278, 466, 466, 0\8\Radiant Savior;; Sacred Guardian\Recovery Potency +10%/12%/14%/16%/20%;; (Light) HP 60% = Strength +1%/2%/3%/4%/6%\Skill Prep +75%;; Skill Prep +100%;;;; Curse Res +50%;; Curse Res +100%;;;; HP 70% = Healing +13%;; HP 70% = Healing +15%\Hildegarde\Sakamoto Maaya\Mavis Ada\\F\Human\-\KoG\\\
Hildegarde(Valentines)\5f\Healer, Flame, Staff\47, 58, 68; 357, 421, 483, 805, 805, 0\27, 34, 39; 207, 245, 280, 469, 469, 0\8\Blooming Love;; Holy Protection\Recovery Potency +10%/12%/14%/16%/20%;; (Flame) HP Below 40% = Strength +10%/11%/12%/13%/15%\Striking Strength Debilitator I;; Striking Strength Debilitator II;;;; Stun Res +50%;; Stun Res +100%;;;; Skill Prep +75%;; Skill Prep +100%\Hildegarde\Sakamoto Maaya\Mavis Ada\\F\Human\-\\\\
Hope\3\Healer, Light, Staff\45, 56, 65; 341, 402, 461, 769, 769, 0\26, 32, 37; 197, 232, 265, 443, 443, 0\8\Healing Hand;; Blessed Wall\Recovery Potency +2%/6%/10%/14%/20%;; (Light) Above 10 Hits = Critical Rate +7%/7%/8%/8%/9%\Full HP = Healing +10%;; Full HP = Healing +13%;;;; Poison Res +25%;; Poison Res +50%;;;; Poison Res +25%\Hope\Matsuoka Yoshitsugu\Don Mathews\\M\Human\-\\\\
Hope(Templar)\4\Defense, Wind, Sword\47, 59, 68; 359, 424, 485, 810, 810, 0\26, 32, 37; 196, 231, 264, 442, 442, 0\10\Knight's Spirit;; Blessed Sword\Dragon Haste +5%/6%/8%/11%/15%;; (Wind) HP 60% = Strength +1%/1%/3%/3%/5%\Freeze Res +50%;; Freeze Res +100%;;;; Bog Res +50%;; Bog Res +100%;;;; Healing Doublebuff (Team) I\Hope\Matsuoka Yoshitsugu\Travis Turner\\M\Human\-\\\\
Ieyasu\5z\Attack, Shadow, Blade\43, 53, 62; 327, 385, 442, 886, 739, 532\30, 38, 44; 231, 273, 312, 624, 521, 392\10\Sakura Flurry;; Blade Formation\Strength +5%/6%/7%/8%/10%;; (Shadow) Dragon Haste +10%/12%/14%/16%/20%\HP 70% = Critical Rate +8%;; HP 70% = Critical Rate +10%;; HP 70% = Critical Rate +13%;;;; Paralysis Res +50%;; Paralysis Res +100%;; Potent Paralysis Res +100%;;;; Critical Damage +15%;; Critical Damage +20%;; Critical Damage +30%\Ieyasu\Fukuyama Jun\Lee Majdoub\\M\Human\-\\\\
Irfan\3\Support, Light, Dagger\45, 55, 64; 338, 398, 456, 763, 763, 0\26, 32, 38; 199, 234, 269, 450, 450, 0\10\Gleaming Talons;; Hungry Fang\Critical Rate +1%/3%/5%/7%/10%;; (Light) Above 10 hits = Shadow Res +5%/5%/6%/6%/7%\Strength Doublebuff +5%;; Strength Doublebuff +8%;;;; Curse Res +25%;; Curse Res +50%;;;; Curse Res +25%\Irfan\Murase Ayumu\Chip Bailey\\M\Human\-\\\\
Jakob\3\Defense, Water, Lance\46, 57, 67; 350, 412, 473, 790, 790, 0\25, 31, 37; 194, 228, 262, 437, 437, 0\10\Chain Sting;; Mercenary Guard\HP +5%/7%/9%/12%/15%;; (Water) Frostbite = User Strength +6%/6%/7%/7%/8%\Skill Prep +25%;; Skill Prep +50%;;;; Burn Res +25%;; Burn Res +50%;;;; Burn Res +25%\Jakob\Masuda Toshiki\Connor Mackenzie\\M\Human\-\KoG\\\
Jiang Ziya\5\Healer, Water, Staff\47, 59, 68; 358, 423, 484, 809, 809, 0\27, 34, 39; 207, 244, 279, 467, 467, 0\8\Curative Catch;; Provident Protection\Recovery Potency +10%/12%/14%/16%/20%;; (Water) HP Below 60% = HP Regen I/II/III/IV/VI\Skill Prep +75%;; Skill Prep +100%;;;; Burn Res +50%;; Burn Res +100%;;;; HP 70% = Healing +13%;; HP 70% = Healing +15%\Jiang Ziya\Korogi Satomi\Leah Fong\\F\Qilin\-\\\\
Joachim\4\Attack, Wind, Bow\43, 54, 62; 328, 387, 443, 741, 741, 0\28, 34, 40; 212, 249, 286, 478, 478, 0\8\Last Resort;; Operation Zero\Skill Haste +5%/6%/8%/11%/15%;; (Wind) Poison = User Water Res +3%/3%/5%/5%/7%\HP 70% = Strength +8%;; HP 70% = Strength +10%;;;; Bog Res +50%;; Bog Res +100%;;;; Poisoned Punisher +20%\Joachim\Nakajima Yoshiki\Deven Mack\\M\Human\-\\\\
Joe\3\Attack, Flame, Bow\42, 52, 61; 320, 377, 433, 868, 724, 519\27, 34, 39; 208, 246, 281, 563, 470, 337\8\Quillstorm;; Burning Arrow\Skill Haste +2%/5%/8%/11%/15%;; (Flame) Burning Edge +20%/25%/30%/35%/40%\Full HP = Burn +30%;; Full HP = Burn +40%;; Full HP = Burn +70%;;;; Stun Res +25%;; Stun Res +50%;; Potent Stun Res +50%;;;; Stun Res +25%;; Stun Res +50%\Joe\Nakamura Yuichi\Eddie Dean\\M\Human\-\\\\
Johanna\3\Defense, Wind, Axe\46, 57, 66; 347, 409, 468, 781, 781, 0\26, 32, 37; 197, 232, 265, 444, 444, 0\10\Unbridled Rage;; Cyclone Axe\Defense +5%/7%/9%/11%/15%;; (Wind) Poison = User Strength +6%/6%/7%/7%/8%\Slayer's Strength +3%;; Slayer's Strength +4%;;;; Freeze Res +25%;; Freeze Res +50%;;;; Poison Res +25%\Johanna\Sato Rina\Siobhan Rebecca\\F\Human\-\\\\
Julietta\5\Defense, Light, Axe\48, 60, 70; 365, 431, 494, 825, 825, 0\27, 34, 39; 206, 243, 278, 466, 466, 0\10\Impending Sky;; Glorious Guard\Defense +9%/10%/11%/12%/15%;; (Light) HP 80% = Shadow Res +1%/2%/3%/4%/6%\Slayer's Strength +5%;; Slayer's Strength +6%;;;; Poison Res +50%;; Poison Res +100%;;;; Last Recovery III;; Last Recovery IV\Julietta\Kayano Ai\Kelly Davidson\\F\Human\-\\\\
Julietta(Summer)\5\Attack, Water, Axe\43, 54, 63; 330, 389, 446, 745, 745, 0\30, 37, 43; 228, 269, 308, 516, 516, 0\10\Sunny Flash;; Vacation Vigor\Defense +9%/10%/11%/12%/15%;; (Water) HP 60% = Strength 1%/2%/3%/4%/6%\Bog = Team Strength +8%;; Bog = Team Strength +10%;;;; Stun Res +50%;; Stun Res +100%;;;; Primed Strength +8%;; Primed Strength +10%\Julietta\Kayano Ai\Kelly Davidson\\F\Human\-\\\\
Jurota\3\Attack, Water, Blade\41, 51, 60; 313, 369, 423, 706, 706, 0\29, 35, 41; 218, 256, 294, 492, 492, 0\10\Avalanche Blade;; Yasha's Brand\Strength +1%/3%/5%/7%/10%;; (Water) Frostbite = User Flame Res +3%/3%/4%/4%/5%\Broken Punisher +15%;; Broken Punisher +20%;;;; Stun Res +25%;; Stun Res +50%;;;; Stun Res +25%\Jurota\Kawanishi Kengo\Will Weldon\\M\Human\-\KoG\\\
Karina\4\Defense, Water, Axe\47, 58, 67; 354, 417, 478, 799, 799, 0\26, 32, 38; 200, 235, 270, 452, 452, 0\10\Raging Tide;; Black Flag\Defense +7%/8%/9%/11%/15%;; (Water) HP 60% = Strength 1%/1%/3%/3%/5%\Healing Doublebuff II;; Healing Doublebuff III;;;; Stun Res +50%;; Stun Res +100%;;;; Skill Prep +50%\Karina\Toyoguchi Megumi\Mavis Ada\\F\Human\-\KoG\\\
Karl\4\Support, Flame, Sword\45, 56, 65; 341, 402, 461, 922, 769, 553\27, 34, 39; 206, 243, 278, 558, 466, 333\10\Vanquishing Flame;; Soul Ignition\Dragon Haste +5%/6%/8%/11%/15%;; (Flame) Above 10 hits = Strength +6%/6%/8%/8%/10%\Slayer's Strength +4%;; Slayer's Strength +5%;; Slayer's Flurry Strength I;;;; Sleep Res +50%;; Sleep Res +100%;; Potent Sleep Res +100%;;;; HP 70% = Strength +8%;; HP 70% = Strength +15%\Karl\KENN\Brian Davidson\\M\Human\-\\\\
Kirsty\5\Attack, Wind, Lance\44, 54, 63; 333, 392, 449, 751, 751, 0\30, 37, 43; 226, 266, 305, 509, 509, 0\10\Patriot's Charge;; Lethal Operation\HP +9%/10%/12%/13%/15%;; (Wind) HP 60% = Critical Rate +3%/4%/5%/6%/8%\Dauntless Strength +15%;; Dauntless Strength +20%;;;; Bog Res +50%;; Bog Res +100%;;;; Poisoned Punisher +25%;; Poisoned Punisher +30%\Kirsty\Mori Nanako\Elysia Rotaru\\F\Human\-\\\\
Kleimann\4\Support, Shadow, Wand\44, 55, 64; 337, 397, 455, 913, 761, 1\27, 34, 40; 210, 248, 284, 568, 474, 1\8\Shadowshackle;; Forbidden Sphere\Skill Damage +5%/6%/8%/11%/15%;; (Shadow) HP Below 40% = Light Res +5%/5%/7%/7%/9%\Force Strike +30%;; Force Strike +40%;; Madness;;;; Blindness Res +50%;; Blindness Res +100%;; Potent Blindness Res +100%;;;; Skill Damage +20%;; Skill Damage +35%\Kleimann\Ishizuka Unsho\Eddie Dean\\M\Human\Force Strike +30%;; Force Strike +40%\\\\
Ku Hai\4\Attack, Wind, Sword\43, 52, 62; 324, 381, 438, 732, 732, 0\28, 35, 41; 216, 255, 292, 488, 488, 0\10\Soaring Flicker;; Keen Blade\Dragon Haste +5%/6%/8%/11%/15%;; (Wind) Above 10 Hits = Strength +6%/6%/8%/8%/10%\Critical Damage +13%;; Critical Damage +15%;;;; Bog Res +50%;; Bog Res +100%;;;; Hp 70 = Critical Damage +15%\Ku Hai\Okitsu Kazuyuki\Victor Williams\\M\Human\-\\\\
Laranoa\5\Support, Water, Bow\47, 58, 68; 357, 421, 483, 806, 806, 0\27, 34, 39; 207, 245, 280, 469, 469, 0\8\Vivid Volley;; Hunter's Intuition\Skill Haste +8%/9%/11%/12%/15%;; (Water) Above 10 Hits = Flame Res +5%/6%/7%/8%/10%\25 Hits = Critical Damage +10%;; 20 Hits = Critical Damage +10%;;;; Stun Res +50%;; Stun Res +100%;;;; Skill Damage +25%;; Skill Damage +30%\Laranoa\Morohoshi Sumire\Cobra Ramone\\F\Sylvan\-\\\\
Lathna\5\Attack, Shadow, Lance\44, 54, 63; 332, 391, 448, 897, 748, 537\30, 37, 43; 227, 267, 306, 613, 511, 367\10\Chaos Gift;; Sundering Shadow\HP +9%/10%/12%/13%/15%;; (Shadow) Dragon Haste +10%/12%/14%/16%/20%\The Faceless God I;; The Faceless God II;; The Faceless God III;;;; Paralysis Res +50%;; Paralysis Res +100%;; Potent Paralysis Res +100%;;;; Dragon Time +15%;; Dragon Time +20%;; Dragon Time +25%;;;; 1\Nyarlathotep\Naganawa Maria\Bethany Brown\\F\Human\-\\\\
Laxi\4y\Attack, Flame, Blade\41, 51, 59; 312, 368, 421, 703, 703, 0\29, 36, 41; 219, 258, 295, 494, 494, 0\10\Code 04: Combustion Slash;; Code 07: Limit Breaker\Strength +3%/4%/5%/7%/10%;; (Flame) HP Below 40% = Wind Res +5%/5%/7%/7%/9%\Emergency Repairs I;; Emergency Repairs II;;;; Sleep Res +50%;; Sleep Res +100%;;;; System Overload\Laxi\Minase Inori\Anna Van Hooft\\F\Android\-\\\\
Lazry\5\Attack, Water, Axe\43, 54, 63; 330, 389, 446, 745, 745, 0\30, 37, 43; 228, 269, 308, 516, 516, 0\10\Smithy Spin;; Smithy Arm\Defense +9%/10%/11%/12%/15%;; (Water) Frostbite = User Strength +6%/7%/8%/9%/13%\Frostbitten Punisher +25%;; Frostbitten Punisher +30%;;;; Burn Res +50%;; Burn Res +100%;;;; HP 70% = Skill Damage +30%;; HP 70% = Skill Damage +35%\Lazry\Tatsumi Yuiko\Devon Busswood\\F\Rokkan\-\\Forge and Power Modes are stances.\\
Lea\5\Attack, Flame, Sword\44, 55, 64; 334, 421, 452, 754, 754, 0\29, 36, 42; 224, 264, 302, 505, 505, 0\10\Road to Glory;; Floral Revolution\Dragon Haste +8%/9%/11%/12%/15%;; (Flame) HP Below 60% = HP Regen I/II/III/IV/VI\Force Strike +40%;; Force Strike +50%;;;; Stun Res +50%;; Stun Res +100%;;;; Striking Haste +10%;; Striking Haste +12%\Lea\Marina Inoue\\\F\Human\-\\\\
Lily\5\Attack, Water, Wand\44, 54, 63; 333, 392, 449, 750, 750, 0\30, 37, 43; 227, 267, 306, 511, 511, 0\8\Glacial Blossom;; Frozen Gale\Skill Damage +8%/9%/11%/12%/15%;; (Water) HP 80% = Flame Res +1%/2%/3%/4%/6%\Full HP = Strength +13%;; Full HP = Strength +15%;;;; Burn Res +50%;; Burn Res +100%;;;; Skill Prep +75%;; Skill Prep +100%\Lily\Iguchi Yuka\Lizzie Freeman\\F\Human\-\RoB\\\
Lin You\5\Attack, Wind, Axe\43, 54, 63; 330, 389, 446, 892, 744, 535\30, 37, 43; 229, 270, 309, 619, 517, 370\10\Typhoon Fist;; Heaven's Breath\Defense +9%/10%/11%/12%/15%;; (Wind) Above 10 Hits = Strength +6%/7%/8%/9%/13%\HP 70% = Critical Rate +8%;; HP 70% = Critical Rate +10%;; Kung Fu Mastery;;;; Bog Res +50%;; Bog Res +100%;; Potent Bog Res +100%;;;; Skill Haste +6%;; Skill Haste +8%;; Skill Haste & Combo Time\Lin You\Sakura Ayane\Shannon Chan-Kent\\F\Human\-;; Combo Time +2;;;; -;; Skill Haste +8%\\\\FS; 173% Lv1, 192% Lv2, 209% after s1
Linus\3\Defense, Light, Axe\46, 57, 66; 347, 409, 469, 784, 784, 0\26, 32, 37; 196, 231, 264, 442, 442, 0\10\Valiant Axe;; Shining Vanguard\Defense +5%/7%/9%/11%/15%;; (Light) HP 60% = Strength +1%/1%/2%/2%/3%\HP 70% = Defense +5%;; HP 70% = Defense +8%;;;; Curse Res +25%;; Curse Res +50%;;;; Curse Res +25%\Linus\Uchida Yuma\Arneham Keefe\\M\Sylvan\-\\\\
Louise\5\Support, Wind, Bow\47, 58, 68; 357, 420, 482, 805, 805, 0\27, 34, 39; 208, 246, 281, 470, 470, 0\8\Piercing Wind;; Arrow Shower\Skill Haste +8%/9%/11%/12%/15%;; (Wind) Poison = User Water Res +3%/4%/5%/6%/8%\Overdrive Punisher +10%;; Overdrive Punisher +13%;;;; Bog Res +50%;; Bog Res +100%;;;; Strength Doublebuff +10%;; Strength Doublebuff +13%\Louise\Amamiya Sora\Arlow Laker\\F\Human\-\\\\
Lowen\4\Healer, Wind, Staff\46, 57, 66; 347, 409, 469, 783, 783, 0\26, 33, 38; 201, 237, 271, 453, 453, 0\8\Winds, Heal Us!;; Winds, Protect Us!\Recovery Potency +6%/8%/10%/14%/20%;; (Wind) Critical Rate Doublebuff +5%/5%/7%/7%/9%\Skill Prep +50%;; Skill Prep +75%;;;; Bog Res +50%;; Bog Res +100%;;;; Recovery Potency +8%\Lowen\Kobayashi Sanae\Rae Hall\\M\Human\-\\\\
Lowen(Halloween)\4s\Healer, Flame, Staff\46, 57, 66; 347, 409, 468, 781, 781, 0\26, 33, 38; 201, 237, 271, 454, 454, 0\8\You Won't Trick Me!;; Here's a Treat For You!\Recovery Potency +6%/8%/10%/14%/20%;; (Flame) HP 60% = Strength +1%/1%/3%/3%/5%\Skill Prep +50%;; Skill Prep +75%;;;; Sleep Res +50%;; Sleep Res +100%;;;; Force Charge III\Lowen\Kobayashi Sanae\Erin Matthews\\M\Human\-\\\\
Luca\4y\Support, Light, Bow\43, 54, 63; 329, 388, 445, 767, 767, 0\25, 31, 36; 191, 225, 257, 445, 445, 0\8\Radiant Bonds;; Bolt of Light\Skill Haste +5%/6%/8%/11%/15%;; Defense +1%/1%/2%/2%/3%\Full HP = Strength +10%;; Full HP = Strength +13%;;;; Curse Res +25%;; Curse Res +50%;;;; Poison Res +25%\Luca\Asanuma Shintaro\Will Weldon\\M\Sylvan\-\\\\
Luca(Summer)\4\Attack, Light, Axe\42, 52, 61; 320, 377, 433, 724, 724, 0\29, 36, 42; 221, 260, 298, 498, 498, 0\10\Floatie Spin;; Summer Spirit\Defense +7%/8%/9%/11%/15%;; (Light) Energy = Strength +5%/5%/7%/7%/9%\HP 70% = Strength +8%;; HP 70% = Strength +10%;;;; Curse Res +50%;; Curse Res +100%;;;; Extra Energy I\Luca\Asanuma Shintaro\Will Weldon\\M\Sylvan\-\\\\
Lucretia\5\Attack, Light, Wand\44, 54, 63; 333, 392, 449, 751, 751, 0\30, 37, 43; 226, 266, 305, 510, 510, 0\8\Empowering Triplet;; Crescendo Chorus\Skill Damage +8%/9%/11%/12%/15%;; (Light) Energy = Inspiration I/II/III/IV/VI\Energized: Strength +15%;; Energized: Strength +20%;;;; Curse Res +50%;; Curse Res +100%;;;; Broken Punisher +25%;; Broken Punisher +30%\Lucretia\Kakuma Ai\Megan Blythe Stewart\\F\Human\-\\\\
Luther\4\Support, Water, Dagger\45, 56, 66; 344, 406, 466, 777, 777, 0\27, 33, 39; 204, 240, 275, 459, 459, 0\10\Legato Step;; Terpsichore\Critical Rate +3%/4%/5%/7%/10%;; (Water) Above 10 Hits = Flame Res +5%/5%/7%/7%/9%\Flurry Devastation +8%;; Flurry Devastation +10%;;;; Stun Res +50%;; Stun Res +100%;;;; Striker's Strength +4%\Luther\Konishi Katsuyuki\Vincent Tong\\M\Human\-\\\\
Malka\3\Support, Light, Lance\44, 54, 64; 334, 393, 451, 753, 753, 0\27, 33, 39; 204, 240, 275, 459, 459, 0\10\Blaze of Gold;; Pride of the Forge\HP +5%/7%/9%/12%/15%;; (Light) Defense +1%/1%/2%/2%/3%\Full HP = Defense +15%;; Full HP = Defense +20%;;;; Poison Res +25%;; Poison Res +50%;;;; Poison Res +25%\Malka\Morita Masakazu\John Bradford\\M\Human\-\\\\
